event_id,member_id,event_datetime,event_type,platform,session_duration_seconds,notification_engagement,event_day_of_week,event_hour,is_session_duration_outlier
APP-050123,MBR-013999,2022-06-13 01:46:30,Reminder Snoozed,Android,5,Ignored,Monday,1,False
APP-070000,MBR-004677,2023-03-05 06:26:19,Workout Logged Manually,Android,69,Not Applicable,Sunday,6,False
APP-031061,MBR-016586,2024-06-21 18:00:27,Streak Viewed,Android,15,Not Applicable,Friday,18,False
APP-056061,MBR-001404,2024-07-19 12:45:38,Push Notification Opened,iOS,5,Ignored,Friday,12,False
APP-036851,MBR-010715,2025-08-16 16:06:00,Workout Logged Manually,Android,40,Not Applicable,Saturday,16,False
APP-061072,MBR-016260,2025-01-09 07:05:09,Badge Earned,Android,24,Not Applicable,Thursday,7,False
APP-081578,MBR-016176,2024-06-28 06:02:34,App Opened–No Action,iOS,7,Not Applicable,Friday,6,False
APP-094726,MBR-011294,2025-06-30 06:50:16,Badge Earned,iOS,51,Not Applicable,Monday,6,False
APP-048298,MBR-015922,2022-01-09 08:13:51,Streak Viewed,Android,21,Not Applicable,Sunday,8,False
APP-000275,MBR-001232,2022-10-19 21:07:26,Push Notification Opened,iOS,6,Dismissed,Wednesday,21,False
APP-010792,MBR-004131,2025-07-13 12:06:56,Push Notification Opened,iOS,16,Ignored,Sunday,12,False
APP-032851,MBR-012273,2024-05-17 20:16:40,App Opened–No Action,Android,11,Not Applicable,Friday,20,False
APP-001169,MBR-010597,2022-04-06 12:42:07,Diet Log Entry,iOS,102,Not Applicable,Wednesday,12,False
APP-009028,MBR-009681,2023-04-12 18:48:58,Push Notification Opened,Android,18,Dismissed,Wednesday,18,False
APP-024915,MBR-017021,2023-04-07 21:36:35,Push Notification Opened,Android,25,Ignored,Friday,21,False
APP-080117,MBR-000775,2022-09-26 05:17:21,Diet Log Entry,Android,195,Not Applicable,Monday,5,True
APP-000174,MBR-003581,2023-04-24 07:02:08,Workout Logged Manually,Android,99,Not Applicable,Monday,7,False
APP-024450,MBR-014322,2025-01-12 20:31:17,App Opened–No Action,Android,5,Not Applicable,Sunday,20,False
APP-075824,MBR-014859,2024-01-21 16:24:45,App Opened–No Action,Android,6,Not Applicable,Sunday,16,False
APP-072568,MBR-004085,2025-06-30 21:42:59,Badge Earned,Android,52,Not Applicable,Monday,21,False
APP-045699,MBR-003791,2023-02-22 18:32:29,Reminder Snoozed,iOS,11,Ignored,Wednesday,18,False
APP-070890,MBR-000157,2024-10-11 06:09:22,Diet Log Entry,iOS,166,Not Applicable,Friday,6,True
APP-046527,MBR-006395,2021-11-24 05:48:01,Referral Sent,iOS,23,Not Applicable,Wednesday,5,False
APP-024561,MBR-016308,2025-06-22 07:40:15,Workout Logged Manually,Android,51,Not Applicable,Sunday,7,False
APP-084538,MBR-014501,2023-01-02 07:17:52,App Opened–No Action,iOS,11,Not Applicable,Monday,7,False
APP-095513,MBR-010374,2024-03-25 05:06:20,App Opened–No Action,Android,7,Not Applicable,Monday,5,False
APP-073514,MBR-016887,2025-07-30 21:48:03,Workout Logged Manually,Android,73,Not Applicable,Wednesday,21,False
APP-091952,MBR-001308,2024-03-31 17:38:32,App Opened–No Action,Android,11,Not Applicable,Sunday,17,False
APP-027659,MBR-016147,2025-06-16 00:15:06,Streak Viewed,iOS,17,Not Applicable,Monday,0,False
APP-028656,MBR-005183,2024-07-15 06:52:40,Diet Log Entry,Android,53,Not Applicable,Monday,6,False
APP-051131,MBR-017271,2025-01-26 20:57:51,Workout Logged Manually,Android,62,Not Applicable,Sunday,20,False
APP-010091,MBR-003237,2025-02-10 10:25:09,Diet Log Entry,Android,43,Not Applicable,Monday,10,False
APP-003476,MBR-014965,2022-09-26 23:07:49,Reminder Snoozed,iOS,1,Not Applicable,Monday,23,False
APP-090812,MBR-007236,2022-08-12 19:59:38,Streak Viewed,Android,130,Not Applicable,Friday,19,False
APP-028876,MBR-011616,2025-01-25 08:58:33,Push Notification Opened,Android,12,Opened,Saturday,8,False
APP-084493,MBR-014378,2025-04-11 05:00:07,Community/WhatsApp-style Group Post,Android,137,Not Applicable,Friday,5,False
APP-043319,MBR-014806,2025-04-14 06:39:36,App Opened–No Action,Android,5,Not Applicable,Monday,6,False
APP-064685,MBR-006584,2025-07-14 09:03:06,Push Notification Opened,Android,5,Ignored,Monday,9,False
APP-094916,MBR-011484,2025-04-13 06:22:36,Workout Logged Manually,iOS,76,Not Applicable,Sunday,6,False
APP-075666,MBR-003848,2024-12-29 15:04:34,Diet Log Entry,Android,80,Not Applicable,Sunday,15,False
APP-022432,MBR-001049,2023-08-14 08:02:56,Diet Log Entry,Android,108,Not Applicable,Monday,8,False
APP-024997,MBR-015616,2025-03-24 18:16:55,Badge Earned,Android,26,Ignored,Monday,18,False
APP-095152,MBR-008120,2023-12-05 20:50:16,Badge Earned,iOS,19,Not Applicable,Tuesday,20,False
APP-085305,MBR-010452,2024-05-20 22:37:34,Referral Sent,Android,26,Not Applicable,Monday,22,False
APP-002372,MBR-016364,2025-03-12 19:30:41,Community/WhatsApp-style Group Post,Android,84,Not Applicable,Wednesday,19,False
APP-065483,MBR-002064,2022-10-23 06:58:10,Streak Viewed,Android,49,Not Applicable,Sunday,6,False
APP-061207,MBR-008394,2024-05-12 23:47:34,App Opened–No Action,Android,1,Not Applicable,Sunday,23,False
APP-043047,MBR-003568,2024-04-01 03:44:07,App Opened–No Action,iOS,19,Not Applicable,Monday,3,False
APP-096001,MBR-013123,2025-05-15 19:41:56,Workout Logged Manually,iOS,137,Not Applicable,Thursday,19,False
APP-062829,MBR-005150,2023-05-17 12:16:32,Reminder Snoozed,Android,7,Opened,Wednesday,12,False
APP-039375,MBR-003046,2022-10-08 15:22:33,App Opened–No Action,Android,11,Not Applicable,Saturday,15,False
APP-049301,MBR-010570,2024-05-25 10:58:04,App Opened–No Action,Android,11,Not Applicable,Saturday,10,False
APP-040838,MBR-014970,2023-02-19 07:07:57,Push Notification Opened,iOS,12,Not Applicable,Sunday,7,False
APP-011258,MBR-014320,2023-03-30 10:46:24,Push Notification Opened,iOS,5,Ignored,Thursday,10,False
APP-086285,MBR-004219,2025-05-20 17:21:45,App Opened–No Action,Android,6,Not Applicable,Tuesday,17,False
APP-066439,MBR-005234,2023-04-03 17:44:39,Referral Sent,Android,21,Not Applicable,Monday,17,False
APP-031709,MBR-000046,2024-03-11 06:25:49,Workout Logged Manually,Android,61,Not Applicable,Monday,6,False
APP-069960,MBR-013536,2024-07-09 07:09:16,Reminder Snoozed,iOS,3,Opened,Tuesday,7,False
APP-019560,MBR-007527,2024-12-17 08:07:34,Push Notification Opened,Android,12,Opened,Tuesday,8,False
APP-073380,MBR-014240,2025-07-08 17:29:27,Reminder Snoozed,iOS,5,Ignored,Tuesday,17,False
APP-039391,MBR-003046,2023-08-28 05:18:48,Diet Log Entry,Android,99,Not Applicable,Monday,5,False
APP-080615,MBR-008942,2025-05-07 17:17:19,Badge Earned,Android,25,Not Applicable,Wednesday,17,False
APP-082157,MBR-010488,2024-07-25 06:06:18,Streak Viewed,Android,76,Not Applicable,Thursday,6,False
APP-026059,MBR-014435,2025-10-05 05:20:00,Badge Earned,iOS,50,Not Applicable,Sunday,5,False
APP-027652,MBR-016147,2025-08-10 09:48:51,Reminder Snoozed,iOS,8,Opened,Sunday,9,False
APP-085844,MBR-009712,2021-01-30 07:56:27,Streak Viewed,Android,13,Not Applicable,Saturday,7,False
APP-034493,MBR-002154,2025-01-24 19:11:31,Reminder Snoozed,iOS,14,Ignored,Friday,19,False
APP-076679,MBR-005017,2025-07-20 09:22:04,Diet Log Entry,Android,75,Not Applicable,Sunday,9,False
APP-092606,MBR-013335,2023-04-05 21:05:41,App Opened–No Action,Android,12,Not Applicable,Wednesday,21,False
APP-074469,MBR-003599,2023-05-24 18:44:54,Streak Viewed,Android,51,Not Applicable,Wednesday,18,False
APP-051907,MBR-007485,2024-11-25 10:09:43,Push Notification Opened,Android,11,Dismissed,Monday,10,False
APP-087197,MBR-002602,2025-08-03 08:45:17,Reminder Snoozed,Android,3,Ignored,Sunday,8,False
APP-091712,MBR-014835,2024-11-18 11:23:55,Community/WhatsApp-style Group Post,iOS,289,Not Applicable,Monday,11,True
APP-006674,MBR-008201,2025-10-04 19:36:56,Badge Earned,Android,33,Not Applicable,Saturday,19,False
APP-056324,MBR-014285,2023-11-27 22:01:40,Streak Viewed,iOS,57,Not Applicable,Monday,22,False
APP-005164,MBR-007828,2023-12-17 07:38:20,App Opened–No Action,iOS,7,Not Applicable,Sunday,7,False
APP-060436,MBR-015939,2023-01-10 07:37:34,Referral Sent,iOS,14,Not Applicable,Tuesday,7,False
APP-034892,MBR-006590,2025-01-27 17:47:36,Streak Viewed,iOS,55,Not Applicable,Monday,17,False
APP-046974,MBR-007752,2022-01-01 18:57:10,Badge Earned,Android,37,Not Applicable,Saturday,18,False
APP-026874,MBR-000438,2023-12-27 00:42:33,App Opened–No Action,Android,6,Not Applicable,Wednesday,0,False
APP-049504,MBR-003531,2024-07-12 19:53:07,Push Notification Opened,Android,28,Opened,Friday,19,False
APP-090923,MBR-014526,2025-05-13 19:57:49,App Opened–No Action,iOS,10,Not Applicable,Tuesday,19,False
APP-059686,MBR-016960,2025-04-22 01:00:15,App Opened–No Action,Android,9,Not Applicable,Tuesday,1,False
APP-078853,MBR-009026,2023-01-07 06:09:51,Badge Earned,Android,106,Not Applicable,Saturday,6,False
APP-072096,MBR-013666,2023-06-17 22:20:48,Workout Logged Manually,Android,61,Not Applicable,Saturday,22,False
APP-094331,MBR-005382,2024-11-20 08:41:50,Diet Log Entry,Android,83,Not Applicable,Wednesday,8,False
APP-082578,MBR-006889,2024-01-04 07:09:52,Streak Viewed,iOS,35,Not Applicable,Thursday,7,False
APP-072784,MBR-007375,2025-09-03 07:06:22,App Opened–No Action,Android,7,Not Applicable,Wednesday,7,False
APP-066476,MBR-008797,2024-03-19 18:58:27,App Opened–No Action,iOS,4,Not Applicable,Tuesday,18,False
APP-041844,MBR-002354,2022-04-30 17:39:34,Streak Viewed,iOS,25,Not Applicable,Saturday,17,False
APP-073871,MBR-010071,2024-10-16 01:35:38,Community/WhatsApp-style Group Post,iOS,199,Not Applicable,Wednesday,1,True
APP-000916,MBR-003334,2025-09-14 07:44:00,App Opened–No Action,iOS,7,Not Applicable,Sunday,7,False
APP-030379,MBR-008784,2023-02-02 18:43:52,Reminder Snoozed,Android,14,Opened,Thursday,18,False
APP-068066,MBR-010668,2025-04-02 22:32:02,Diet Log Entry,Android,188,Not Applicable,Wednesday,22,True
APP-026435,MBR-002071,2025-08-09 20:57:20,Community/WhatsApp-style Group Post,Android,48,Not Applicable,Saturday,20,False
APP-035234,MBR-003111,2024-01-23 18:35:33,Workout Logged Manually,Android,87,Not Applicable,Tuesday,18,False
APP-089097,MBR-010783,2022-11-04 18:03:02,Community/WhatsApp-style Group Post,Android,81,Not Applicable,Friday,18,False
APP-040923,MBR-005514,2024-01-03 10:25:59,Badge Earned,Android,16,Not Applicable,Wednesday,10,False
APP-078560,MBR-008148,2024-12-31 11:26:07,Badge Earned,iOS,47,Not Applicable,Tuesday,11,False
APP-059332,MBR-007966,2024-05-13 20:33:32,Streak Viewed,Android,19,Not Applicable,Monday,20,False
APP-084939,MBR-008481,2024-05-24 21:55:16,Streak Viewed,Android,15,Not Applicable,Friday,21,False
APP-028843,MBR-014864,2021-12-23 22:49:45,Referral Sent,Android,50,Not Applicable,Thursday,22,False
APP-083234,MBR-010104,2025-10-03 10:44:01,Streak Viewed,Android,15,Not Applicable,Friday,10,False
APP-049141,MBR-011690,2024-10-31 23:44:08,Push Notification Opened,Android,14,Opened,Thursday,23,False
APP-089823,MBR-014044,2025-10-05 07:00:18,Referral Sent,Android,33,Not Applicable,Sunday,7,False
APP-075739,MBR-009631,2022-12-21 23:47:39,Diet Log Entry,Android,46,Not Applicable,Wednesday,23,False
APP-048132,MBR-003245,2021-01-19 03:27:23,Streak Viewed,Android,28,Not Applicable,Tuesday,3,False
APP-018331,MBR-003150,2025-03-14 21:42:23,Streak Viewed,iOS,36,Not Applicable,Friday,21,False
APP-036090,MBR-015970,2022-10-03 18:03:56,Referral Sent,iOS,59,Not Applicable,Monday,18,False
APP-017353,MBR-003874,2024-05-11 19:46:54,Workout Logged Manually,Android,59,Not Applicable,Saturday,19,False
APP-066399,MBR-003422,2025-01-12 17:57:51,Diet Log Entry,Android,106,Not Applicable,Sunday,17,False
APP-013684,MBR-011883,2023-02-26 14:22:39,Badge Earned,Android,44,Not Applicable,Sunday,14,False
APP-014587,MBR-004549,2024-11-02 05:45:02,Workout Logged Manually,Android,61,Not Applicable,Saturday,5,False
APP-096069,MBR-008530,2025-05-24 05:58:28,App Opened–No Action,iOS,5,Not Applicable,Saturday,5,False
APP-019129,MBR-011740,2024-12-06 10:33:33,Streak Viewed,iOS,29,Not Applicable,Friday,10,False
APP-045826,MBR-013247,2025-05-25 20:56:58,Reminder Snoozed,Android,4,Ignored,Sunday,20,False
APP-033472,MBR-016059,2023-10-18 00:00:00,Workout Logged Manually,iOS,65,Not Applicable,Wednesday,0,False
APP-001214,MBR-012632,2025-03-05 21:05:47,Diet Log Entry,Android,95,Not Applicable,Wednesday,21,False
APP-001506,MBR-016896,2025-07-31 17:18:44,Workout Logged Manually,Android,46,Not Applicable,Thursday,17,False
APP-085368,MBR-011404,2025-05-31 05:16:01,Reminder Snoozed,Android,4,Opened,Saturday,5,False
APP-062896,MBR-006954,2024-07-22 05:21:30,Badge Earned,Android,67,Not Applicable,Monday,5,False
APP-096293,MBR-004792,2025-10-05 16:57:47,Streak Viewed,Android,23,Not Applicable,Sunday,16,False
APP-040602,MBR-001302,2021-12-28 17:01:42,Reminder Snoozed,iOS,5,Dismissed,Tuesday,17,False
APP-085846,MBR-009712,2024-09-28 14:48:53,Streak Viewed,Android,25,Not Applicable,Saturday,14,False
APP-024957,MBR-017021,2021-04-02 21:18:57,Streak Viewed,Android,31,Not Applicable,Friday,21,False
APP-052461,MBR-005380,2024-02-05 07:56:01,App Opened–No Action,Android,10,Not Applicable,Monday,7,False
APP-060439,MBR-012743,2025-06-07 00:00:03,Diet Log Entry,Android,83,Not Applicable,Saturday,0,False
APP-079712,MBR-001840,2025-03-25 06:46:58,Streak Viewed,Android,13,Not Applicable,Tuesday,6,False
APP-017272,MBR-016527,2022-05-25 11:14:22,Workout Logged Manually,Android,47,Not Applicable,Wednesday,11,False
APP-084162,MBR-014360,2024-08-06 18:01:41,App Opened–No Action,Android,5,Not Applicable,Tuesday,18,False
APP-046215,MBR-010151,2025-09-27 16:54:59,Diet Log Entry,Android,199,Not Applicable,Saturday,16,True
APP-090080,MBR-003566,2025-01-06 00:12:33,Streak Viewed,Android,65,Not Applicable,Monday,0,False
APP-012946,MBR-000057,2024-10-30 17:54:08,App Opened–No Action,Android,17,Not Applicable,Wednesday,17,False
APP-019546,MBR-011266,2024-11-07 14:12:22,Referral Sent,iOS,28,Not Applicable,Thursday,14,False
APP-063516,MBR-001510,2024-11-16 14:40:48,Community/WhatsApp-style Group Post,Android,137,Not Applicable,Saturday,14,False
APP-003426,MBR-008469,2024-08-18 11:32:15,Workout Logged Manually,Android,69,Not Applicable,Sunday,11,False
APP-021430,MBR-003394,2021-01-17 01:43:34,Streak Viewed,Android,24,Not Applicable,Sunday,1,False
APP-012348,MBR-011124,2021-05-30 06:09:57,App Opened–No Action,iOS,12,Ignored,Sunday,6,False
APP-058084,MBR-014724,2024-12-22 23:40:27,Reminder Snoozed,Android,6,Ignored,Sunday,23,False
APP-009669,MBR-002368,2024-09-25 04:06:27,Streak Viewed,Android,13,Not Applicable,Wednesday,4,False
APP-025484,MBR-006199,2024-07-02 01:00:09,App Opened–No Action,iOS,4,Not Applicable,Tuesday,1,False
APP-014132,MBR-004195,2022-12-16 08:32:20,Badge Earned,iOS,74,Not Applicable,Friday,8,False
APP-054005,MBR-001475,2025-08-14 11:36:34,Badge Earned,Android,34,Not Applicable,Thursday,11,False
APP-045614,MBR-013238,2025-06-20 03:20:08,Push Notification Opened,iOS,15,Dismissed,Friday,3,False
APP-021674,MBR-017165,2025-03-13 20:05:43,Workout Logged Manually,Android,44,Not Applicable,Thursday,20,False
APP-056816,MBR-003672,2024-12-31 00:22:44,Diet Log Entry,Android,135,Not Applicable,Tuesday,0,False
APP-030505,MBR-013627,2023-12-20 06:18:12,Push Notification Opened,Android,6,Opened,Wednesday,6,False
APP-062114,MBR-015393,2022-12-02 17:20:43,Referral Sent,Android,53,Not Applicable,Friday,17,False
APP-047185,MBR-015031,2022-02-06 05:32:54,Community/WhatsApp-style Group Post,Android,105,Not Applicable,Sunday,5,False
APP-096717,MBR-012139,2025-09-04 21:38:15,App Opened–No Action,Android,13,Not Applicable,Thursday,21,False
APP-081982,MBR-014300,2025-02-10 21:35:22,App Opened–No Action,Android,7,Not Applicable,Monday,21,False
APP-077470,MBR-007938,2023-10-16 20:44:57,Push Notification Opened,iOS,8,Opened,Monday,20,False
APP-066101,MBR-013305,2022-01-14 16:10:43,Streak Viewed,Android,69,Not Applicable,Friday,16,False
APP-023142,MBR-006066,2024-11-13 09:15:27,Push Notification Opened,Android,35,Ignored,Wednesday,9,False
APP-031477,MBR-010822,2024-05-18 07:53:48,Workout Logged Manually,Android,48,Not Applicable,Saturday,7,False
APP-091852,MBR-005447,2023-01-04 06:28:33,Push Notification Opened,iOS,10,Opened,Wednesday,6,False
APP-089262,MBR-009985,2025-09-15 07:05:33,Diet Log Entry,Android,162,Not Applicable,Monday,7,True
APP-071187,MBR-000599,2024-12-27 05:28:01,Diet Log Entry,Android,69,Not Applicable,Friday,5,False
APP-087961,MBR-011242,2024-08-01 02:07:13,Reminder Snoozed,Android,47,Opened,Thursday,2,False
APP-075164,MBR-010266,2022-02-03 06:01:39,Badge Earned,Android,38,Not Applicable,Thursday,6,False
APP-037825,MBR-005417,2024-02-10 18:58:22,Diet Log Entry,Android,134,Not Applicable,Saturday,18,False
APP-053323,MBR-001041,2025-02-01 09:37:03,App Opened–No Action,Android,11,Not Applicable,Saturday,9,False
APP-045923,MBR-005488,2025-09-24 19:48:34,App Opened–No Action,Android,6,Not Applicable,Wednesday,19,False
APP-079182,MBR-002446,2024-12-24 17:47:50,Reminder Snoozed,iOS,5,Opened,Tuesday,17,False
APP-051744,MBR-001709,2023-10-16 14:47:13,Workout Logged Manually,Android,30,Not Applicable,Monday,14,False
APP-053191,MBR-003505,2024-02-21 01:32:18,Push Notification Opened,Android,6,Not Applicable,Wednesday,1,False
APP-083588,MBR-017093,2023-12-20 05:49:37,Badge Earned,iOS,17,Not Applicable,Wednesday,5,False
APP-027301,MBR-017345,2023-09-07 21:44:04,Streak Viewed,Android,33,Not Applicable,Thursday,21,False
APP-019212,MBR-001879,2025-01-27 09:31:41,Streak Viewed,Android,34,Not Applicable,Monday,9,False
APP-071576,MBR-008826,2023-04-25 21:48:27,Reminder Snoozed,Android,16,Ignored,Tuesday,21,False
APP-081536,MBR-001268,2024-01-09 21:17:41,Workout Logged Manually,iOS,37,Not Applicable,Tuesday,21,False
APP-089902,MBR-010113,2025-10-02 07:17:39,Workout Logged Manually,iOS,285,Not Applicable,Thursday,7,True
APP-058099,MBR-007249,2024-06-19 18:26:22,App Opened–No Action,Android,12,Not Applicable,Wednesday,18,False
APP-002918,MBR-001374,2025-10-01 18:24:15,Community/WhatsApp-style Group Post,Android,50,Not Applicable,Wednesday,18,False
APP-044952,MBR-002517,2023-12-11 06:38:01,App Opened–No Action,Android,11,Not Applicable,Monday,6,False
APP-014383,MBR-000070,2025-07-13 22:20:03,Streak Viewed,Android,17,Not Applicable,Sunday,22,False
APP-074371,MBR-002219,2024-10-20 08:36:09,App Opened–No Action,Android,4,Not Applicable,Sunday,8,False
APP-068617,MBR-012270,2023-12-04 06:14:53,Badge Earned,iOS,25,Not Applicable,Monday,6,False
APP-024377,MBR-000723,2025-08-31 08:13:12,Streak Viewed,iOS,15,Not Applicable,Sunday,8,False
APP-014855,MBR-002800,2024-08-10 21:05:32,Badge Earned,Android,65,Not Applicable,Saturday,21,False
APP-085150,MBR-013942,2025-06-14 21:40:27,Streak Viewed,iOS,45,Not Applicable,Saturday,21,False
APP-066446,MBR-009779,2024-09-11 10:48:50,App Opened–No Action,Android,2,Not Applicable,Wednesday,10,False
APP-040066,MBR-013671,2024-01-24 06:00:24,Push Notification Opened,Android,10,Dismissed,Wednesday,6,False
APP-034508,MBR-003978,2023-04-25 09:30:18,Reminder Snoozed,Android,7,Opened,Tuesday,9,False
APP-061290,MBR-012110,2024-01-17 07:18:14,Push Notification Opened,iOS,14,Opened,Wednesday,7,False
APP-045102,MBR-003329,2025-04-10 23:38:37,Workout Logged Manually,Android,175,Not Applicable,Thursday,23,True
APP-054326,MBR-001079,2025-04-22 05:50:31,Referral Sent,Android,20,Not Applicable,Tuesday,5,False
APP-041404,MBR-002067,2024-01-24 09:24:47,Workout Logged Manually,Android,154,Not Applicable,Wednesday,9,False
APP-090604,MBR-005632,2025-01-19 08:10:38,Diet Log Entry,iOS,114,Not Applicable,Sunday,8,False
APP-037191,MBR-016497,2022-01-22 15:55:04,Workout Logged Manually,Android,87,Not Applicable,Saturday,15,False
APP-067468,MBR-003508,2024-09-10 17:31:18,Push Notification Opened,Android,9,Dismissed,Tuesday,17,False
APP-089651,MBR-008395,2025-01-26 19:30:23,Push Notification Opened,Android,22,Ignored,Sunday,19,False
